AP1,AP2,AP3,AP4,AP5,AP6,AP7,Class
-63,-56,-50,-56,-49,-89,-92,4
-61,-56,-52,-58,-52,-82,-85,4
-59,-49,-44,-61,-45,-89,-89,4
-60,-61,-49,-60,-50,-89,-88,4
-59,-55,-49,-60,-42,-92,-93,4
-61,-54,-50,-63,-42,-92,-93,4
-60,-49,-48,-62,-48,-85,-93,4
-59,-49,-45,-57,-52,-80,-82,4
-62,-56,-49,-58,-45,-85,-82,4
-65,-54,-53,-61,-43,-84,-83,4
-64,-59,-53,-63,-52,-87,-83,4
-62,-58,-52,-65,-49,-89,-84,4
-61,-54,-48,-64,-49,-89,-81,4
-57,-51,-49,-64,-52,-88,-81,4
-59,-52,-49,-55,-56,-83,-81,4
-57,-60,-47,-59,-50,-79,-88,4
-61,-56,-48,-62,-54,-88,-86,4
-60,-51,-51,-59,-54,-86,-89,4
-57,-56,-48,-66,-49,-84,-91,4
-61,-56,-47,-60,-48,-83,-87,4
-58,-49,-50,-61,-51,-83,-87,4
-58,-50,-43,-56,-55,-83,-87,4
-58,-53,-48,-58,-54,-88,-89,4
-57,-56,-48,-59,-47,-86,-89,4
-58,-57,-48,-64,-52,-92,-87,4
-59,-57,-48,-69,-52,-87,-87,4
-58,-54,-53,-64,-51,-87,-91,4
-59,-55,-55,-62,-47,-91,-84,4
-59,-55,-54,-64,-44,-86,-86,4
-60,-53,-52,-64,-46,-85,-83,4
-60,-54,-53,-64,-47,-85,-86,4
-63,-53,-52,-64,-47,-93,-86,4
-61,-53,-48,-62,-52,-86,-85,4
-61,-56,-46,-60,-50,-84,-86,4
-64,-55,-48,-61,-50,-83,-87,4
-64,-58,-47,-61,-52,-85,-86,4
-62,-53,-48,-61,-50,-85,-86,4
-58,-56,-50,-58,-47,-87,-80,4
-58,-60,-50,-61,-50,-87,-78,4
-58,-56,-49,-60,-53,-86,-91,4
-59,-55,-46,-66,-50,-86,-91,4
-58,-57,-50,-58,-50,-82,-84,4
-62,-57,-48,-63,-47,-88,-84,4
-62,-59,-50,-66,-54,-95,-84,4
-60,-57,-50,-63,-49,-87,-86,4
-62,-59,-48,-65,-51,-87,-86,4
-58,-65,-47,-71,-51,-86,-83,4
-58,-56,-48,-65,-49,-87,-81,4
-63,-54,-49,-62,-43,-89,-91,4
-64,-57,-47,-58,-46,-89,-86,4
-60,-55,-54,-58,-55,-86,-88,4
-63,-56,-52,-65,-47,-82,-92,4
-59,-57,-49,-66,-41,-87,-86,4
-62,-53,-55,-65,-49,-87,-87,4
-61,-58,-46,-69,-53,-82,-81,4
-61,-58,-50,-59,-52,-84,-84,4
-60,-56,-48,-61,-49,-92,-82,4
-55,-50,-46,-57,-48,-76,-87,4
-56,-54,-43,-60,-50,-86,-85,4
-58,-57,-49,-64,-49,-89,-81,4
-58,-52,-49,-60,-47,-87,-92,4
-57,-55,-50,-63,-50,-89,-79,4
-57,-57,-50,-59,-54,-85,-81,4
-58,-58,-51,-61,-51,-85,-89,4
-59,-54,-48,-62,-47,-85,-89,4
-57,-54,-48,-55,-47,-82,-86,4
-60,-54,-50,-70,-48,-84,-84,4
-59,-59,-49,-62,-47,-82,-81,4
-56,-48,-43,-62,-43,-83,-82,4
-59,-50,-45,-60,-48,-83,-85,4
-56,-54,-50,-58,-50,-83,-85,4
-59,-53,-45,-60,-51,-87,-86,4
-54,-46,-48,-55,-48,-84,-85,4
-58,-53,-44,-62,-52,-84,-88,4
-61,-52,-48,-61,-45,-90,-88,4
-60,-50,-51,-62,-49,-87,-84,4
-60,-53,-52,-62,-50,-91,-88,4
-58,-53,-52,-62,-51,-85,-83,4
-59,-51,-49,-63,-45,-86,-83,4
-59,-52,-44,-64,-43,-87,-83,4
-61,-49,-42,-66,-43,-80,-91,4
-62,-54,-48,-62,-48,-86,-86,4
-57,-49,-44,-60,-50,-84,-86,4
-64,-51,-44,-61,-50,-88,-85,4
-58,-53,-42,-61,-51,-87,-82,4
-56,-53,-42,-61,-55,-87,-82,4
-56,-55,-44,-60,-49,-84,-80,4
-56,-53,-42,-61,-49,-83,-83,4
-59,-50,-45,-63,-49,-84,-86,4
-59,-58,-48,-65,-53,-83,-90,4
-60,-55,-42,-63,-53,-91,-79,4
-59,-51,-46,-58,-46,-90,-90,4
-63,-53,-47,-58,-46,-90,-81,4
-57,-51,-47,-61,-50,-90,-88,4
-58,-56,-51,-65,-53,-87,-87,4
-62,-53,-52,-59,-48,-87,-92,4
-63,-54,-52,-59,-44,-86,-92,4
-57,-58,-52,-66,-46,-86,-90,4
-61,-60,-52,-57,-51,-91,-86,4
-61,-59,-52,-55,-48,-91,-84,4
-61,-57,-51,-56,-46,-88,-85,4
-60,-57,-52,-59,-47,-88,-85,4
-61,-58,-53,-57,-45,-86,-90,4
-58,-58,-51,-57,-49,-86,-90,4
-59,-54,-49,-60,-46,-86,-87,4
-57,-61,-45,-62,-48,-87,-88,4
-61,-54,-48,-58,-47,-91,-88,4
-61,-52,-49,-68,-45,-85,-92,4
-57,-56,-47,-58,-44,-88,-82,4
-57,-56,-48,-60,-49,-84,-88,4
-57,-50,-47,-58,-46,-88,-88,4
-58,-55,-51,-61,-44,-88,-86,4
-58,-56,-52,-58,-48,-87,-85,4
-58,-58,-46,-57,-47,-81,-80,4
-59,-53,-51,-54,-45,-79,-87,4
-60,-50,-48,-55,-46,-79,-87,4
-59,-58,-48,-53,-55,-80,-88,4
-59,-56,-49,-58,-52,-88,-84,4
-58,-57,-45,-58,-42,-88,-88,4
-55,-49,-51,-56,-50,-84,-88,4
-55,-51,-48,-68,-51,-82,-86,4
-58,-52,-51,-59,-49,-82,-86,4
-59,-52,-50,-55,-49,-87,-86,4
-59,-52,-52,-56,-50,-86,-86,4
-58,-52,-50,-55,-48,-87,-90,4
-57,-54,-51,-60,-47,-84,-88,4
-55,-50,-49,-60,-45,-86,-87,4
-55,-52,-45,-62,-46,-87,-85,4
-62,-51,-46,-61,-49,-87,-85,4
-60,-55,-46,-59,-49,-87,-83,4
-59,-55,-48,-59,-46,-86,-83,4
-60,-54,-45,-59,-45,-88,-83,4
-56,-50,-47,-60,-50,-88,-83,4
-59,-53,-49,-56,-47,-87,-82,4
-59,-52,-50,-55,-55,-87,-85,4
-61,-50,-50,-58,-48,-88,-87,4
-57,-52,-48,-58,-51,-86,-87,4
-58,-51,-51,-56,-54,-85,-83,4
-56,-52,-50,-57,-53,-87,-86,4
-57,-53,-50,-61,-56,-84,-83,4
-59,-55,-50,-57,-52,-78,-83,4
-61,-50,-51,-59,-55,-87,-83,4
-56,-51,-52,-59,-48,-87,-82,4
-56,-53,-51,-59,-50,-84,-84,4
-57,-50,-51,-59,-51,-83,-84,4
-57,-53,-50,-59,-52,-83,-82,4
-56,-54,-49,-58,-48,-83,-84,4
-56,-50,-51,-60,-58,-81,-84,4
-58,-55,-50,-60,-48,-87,-93,4
-60,-52,-46,-56,-48,-84,-86,4
-58,-55,-50,-54,-48,-80,-86,4
-61,-51,-52,-56,-47,-86,-90,4
-60,-52,-51,-55,-48,-86,-90,4
-63,-61,-49,-58,-46,-92,-83,4
-61,-54,-45,-54,-43,-88,-80,4
-57,-53,-45,-54,-52,-84,-82,4
-56,-60,-47,-58,-46,-80,-82,4
-55,-57,-43,-59,-53,-81,-85,4
-55,-54,-43,-60,-51,-84,-88,4
-56,-55,-45,-59,-52,-84,-86,4
-55,-54,-46,-60,-50,-84,-86,4
-56,-54,-47,-59,-52,-84,-91,4
-56,-55,-44,-61,-51,-84,-87,4
-57,-55,-48,-59,-51,-81,-86,4
-59,-54,-49,-58,-52,-83,-93,4
-58,-53,-46,-59,-50,-86,-90,4
-56,-55,-44,-60,-51,-84,-86,4
-56,-53,-43,-61,-58,-80,-85,4
-57,-55,-50,-57,-49,-84,-85,4
-56,-55,-54,-61,-46,-79,-79,4
-57,-54,-49,-61,-43,-79,-85,4
-59,-53,-45,-57,-45,-81,-82,4
-57,-56,-53,-62,-48,-87,-88,4
-63,-55,-50,-63,-50,-91,-85,4
-61,-54,-51,-63,-44,-87,-88,4
-59,-59,-48,-66,-50,-86,-94,4
-59,-56,-50,-62,-47,-87,-90,4
-62,-59,-46,-65,-45,-87,-88,4
-62,-58,-52,-61,-41,-90,-85,4
-59,-50,-45,-60,-45,-88,-87,4
